id,year,context,question,options,correct_answer,area
2,2022,"TEXT 1
Data from the survey conducted by TransgenderEurope (TGEU) shows that Brazil has remained for the 13th consecutive year as the country that most kills transgender people.
Map Description:
Title: Transgender Deaths - by countries from 2008 to 2021 - Absolute numbers:
• More than 1000: Brazil.
• 501 to 1000: Mexico.
• 251 to 500: USA.
• 101 to 250: Argentina, Venezuela, Colombia, India.
• 51 to 100: Turkey.
• 2 to 50: Canada, Russia, China, Saudi Arabia, Australia and part of Europe.","TEXT 2
According to data from the Notifiable Diseases Information System (Sinan), from the Ministry of Health, there was a gross increase of 5% in violence against homosexuals and 37.1% in violence against bisexuals, going from 4,855 records in 2018 to 5,330 in 2019. The following graph presents the percentage of reported cases in 2019, according to the victims' sexual orientation.
Graph Description:
Title: Brazil: Profile of Homosexual and Bisexual People Victims of Violence, by Sexual Orientation, by Age Group (2019):
• 10 to 14 years: Heterosexuals (9%), Homosexuals (6%), Bisexuals (8%).
• 15 to 19 years: Heterosexuals (14%), Homosexuals (16%), Bisexuals (27%).
• 35 to 39 years: Heterosexuals (11%), Homosexuals (9%), Bisexuals (7%).
• 40 to 44 years: Heterosexuals (9%), Homosexuals (7%), Bisexuals (4%).
• 60 to 64 years: Heterosexuals (3%), Homosexuals (2%), Bisexuals (1%).","Considering the information presented in the map and graph, as well as the social situation of LGBTQIAPN+ groups, evaluate the following statements, indicating which ones are correct.
Speeches and practices against sexual and gender diversity are incompatible with the ethical premises and human rights that govern democratic societies.
Violence against LGBTQIAPN+ groups is historical, symbolic, psychological, and physical, occurring due to stereotypes and stigmas prevalent in society and through repression and abuse.
From the age of 40, there is a higher incidence of violence against heterosexual people compared to other groups, indicating that vulnerability is independent of sexual orientation.
Brazil is the country where the highest number of deaths of trans people is identified among the analyzed countries, a situation that reveals the need for a more assertive public policy to combat crimes committed against LGBTQIAPN+ groups.
Only the following statements are correct:","{'A': 'I and III', 'B': 'I and IV’, 'C': 'II and III', 'D': 'I, II and IV', 'E': 'II, III and IV'}",Psychology
3,2022,"In 2019, armed violence was three times higher for the black population, compared to the non-black population, both for the general population and for the young group (between 15 and 29 years old). Regarding the mortality rate per 100,000 inhabitants in the group of people up to 14 years old, the inequality in the victimization of black children and adolescents by firearm assault also stands out, with a rate 3.6 times higher than that of non-blacks in 2019. Source of the Text: INSTITUTO SOU DA PAZ. Armed violence and racism: the role of firearms in racial inequality. 2021.","Considering the information presented, evaluate the following assertions and the proposed relationship between them. I. Racial factor is an important determinant in the analysis of data related to homicides and violence in Brazil in the population of adolescents and young people. BECAUSE II. The black population suffers more violence than the non-black population, due to the structural racism existing in the country, in addition to other social vulnerabilities associated with this form of prejudice. Regarding these assertions, mark the correct option.","{'A': 'Assertions I and II are true propositions, and II is a correct justification of I.', 'B': 'Assertions I and II are true propositions, but II is not a correct justification of I.', 'C': 'Assertion I is a true proposition, and II is a false proposition.', 'D': 'Assertion I is a false proposition, and II is a true proposition.', 'E': 'Assertions I and II are false propositions.'}","{'A': 'Assertions I and II are true propositions, and II is a correct justification of I.'}",Psychology
4,2022,"TEXT 1
In addition to a lawsuit regarding the Temporal Framework being processed in the Judiciary, there is also a bill in the Chamber of Deputies that seeks to turn the Temporal Framework thesis into law. It is Bill No. 490/2007, which determines that only the peoples who were occupying the lands considered ancestral on the day of the promulgation of the Federal Constitution, on October 5, 1988, should have the right to them.
Available on g1.globo website. Accessed on: June 21, 2022 (adapted).
TEXT 2
The murder of the indigenist Bruno Pereira and the journalist Dom Phillips exposed to the world the importance of demarcating indigenous territories, guaranteed by the 1988 Federal Constitution. Indigenous territories, besides preserving identities, ways of life, traditions, and cultures of these peoples, are also essential for environmental preservation. They contribute to containing greenhouse gas emissions, promoting biodiversity, and enhancing systems.
If the Temporal Framework criterion is maintained, the land war could be intensified. The territories will become areas of more conflicts between farmers, miners, prospectors, land grabbers, rural producers, drug traffickers, fish traders, hunters, and loggers, resulting in the death of indigenous people and forest defenders, and, by extension, of indigenous territories.","Based on the texts presented, evaluate the following statements, indicating which ones are correct.
Indigenous territories, with the regulation of the Temporal Framework, will be formally protected from invasions, and the original peoples will be able to maintain their cultural traditions.
The actions of groups of prospectors, illegal fishermen, deforesters, and some sectors of agricultural activities have been confronting the original peoples in territorial disputes.
The increase in crime in indigenous territories is associated with the economic interests of unsustainable exploitation of the environment, such as those related to illegal mining and deforestation.
The existence of indigenous social movements is essential for the struggle for social, cultural, and land access rights by the original peoples, as well as for the preservation of the environment and the way of life of indigenous peoples.
The Brazilian state is prevented from intervening in the demarcation of indigenous territories, out of respect for the autonomy, self-management, and free determination of the original peoples, according to the 1988 Federal Constitution.
Only what is stated in","{'A': 'I and V', 'B': 'I, III and V’, 'C': 'II, III and IV', 'D': 'II, IV and V', 'E': 'I, II, III and IV'}","{'C': 'II, III and IV'}",Psychology
5,2022,"Research carried out by the Brazilian Public Policy Observatory of the Federal University of Minas Gerais (UFMG) indicates that the population living on the streets increased in Brazil in 2022. From January to May this year, more than 26 thousand new people in this situation were registered in the Single Registry (CadÚnico) of the Federal Government. In the country, more than 180 thousand people are registered in CadÚnico. Available on the g1.globo website. Accessed on: July 6, 2022 (adapted).","Considering the information presented, evaluate the following assertions and the proposed relationship between them. I. The existence of people living on the streets in Brazil mainly stems from the social inequalities arising from the Covid-19 pandemic. BECAUSE II. One of the effects of the Covid-19 pandemic was the increase in the number of people living on the streets in Brazil, which highlights the socio-spatial segregation of Brazilian cities. Regarding these assertions, choose the correct option.","{'A': 'Statements I and II are true propositions, and II is a correct justification for I.', 'B': 'Statements I and II are true propositions, but II is not a correct justification for I.', 'C': 'Statement I is a true proposition, and II is a false proposition.', 'D': 'Statement I is a false proposition, and II is a true proposition.', 'E': 'Statements I and II are false propositions.'}","{'D': 'Statement I is a false proposition, and II is a true proposition.'}",Psychology
6,2022,"By the end of 2021, around 89.3 million people were displaced worldwide due to violence, persecution, human rights violations, or other conflicts in their places of origin. This contingent of forced displacements had already reached more than 100 million people by May 2022, motivated by instabilities such as those in Afghanistan, some African countries, and the regions of Ukraine occupied by Russia, as well as other places where armed conflicts had been ongoing, such as in Syria. Available at acnur.org. Accessed on: June 21, 2022 (adapted). Description of the figure: The cartoon by artist Latuff depicts Syrian migrants fleeing the civil war towards Europe. On a beach, three characters watch the arrival of overcrowded boats with migrants: The first one, with his hands in his pockets, is wearing a gray suit with a dollar sign symbol on his back and says, 'I see cheap labor!'. Next to him, a lady wearing the flag of the European Union shows concern and says, 'I see a headache!'. Finally, with his back to the beach, the third person wears clothes with the colors of the US flag, bids farewell by touching the lady's shoulder, whistles, and says, 'I'll see you on my next military adventure!'","Regarding current forced international migrations, choose the correct option.","{'A': 'Interests regarding the type of treatment given to immigrants worldwide are independent of their countries of origin.', 'B': 'Xenophobia, which consists of prejudice against foreigners, is due to the lack of international norms for handling immigration situations.', 'C': 'Refugees are migrants from underdeveloped countries who move to central countries of global capitalism in order to serve as cheap labor.', 'D': 'Forced international migrations arise from economic globalization, whose processes are responsible for the increase in the number of refugees worldwide.', 'E': 'The condition of an international forced migrant differs from the general condition of an immigrant in that it refers to displacement motivated by involuntary factors that are beyond the control of the migrant and their family.'}",{''E': 'The condition of an international forced migrant differs from the general condition of an immigrant in that it refers to displacement motivated by involuntary factors that are beyond the control of the migrant and their family.'},Psychology
7,2022,"TEXT 1
Description of the Graph:
Title: Latin America, Caribbean (21 countries): Femicide or femicide (2021) (in absolute numbers and rates per 100,000 women)
The following data are presented:
Countries - Absolute Number of Deaths - Deaths per 100,000 women (approximately)
Honduras - 227 - 4.8
Santa Lucia - 4 - 4.5
Trinidad and Tobago - 22 - 3.1
Dominican Republic - 132 - 2.4
El Salvador - 73 - 2.3
Bolivia - 113 - 2
Brazil - 1738 - 1.8
Panama - 31 - 1.5
Mexico - 948 - 1.6
Guatemala - 119 - 1.2
Uruguay - 19 - 1.1
Argentina - 251 - 1.1
Paraguay - 36 - 1
Ecuador - 79 - 0.9
Peru - 148 - 0.9

TEXT 2
Research results from the Economic Commission for Latin America and the Caribbean (ECLAC), linked to the United Nations (UN), indicate that, in addition to intimate femicide, perpetrated by partners or ex-partners of the victim, and systemic sexual femicide, where the victim is kidnapped and raped, there is lesbophobic or biphobic femicide, configured when the victim is bisexual or lesbian and is murdered because the aggressor believes she should be punished for her sexual orientation.
Available on the ebc website. Accessed on: Aug 22, 2022.","Based on the graph and information from the text, choose the correct option.","{'A': 'The presented graph ranks the countries based on a proportion calculation, and in this perspective, Santa Lucia has one of the lowest femicide rates in the region.', 'B': 'Public policies for women assume that they should be primarily responsible for their own safety, avoiding risky behaviors.', 'C': 'The Latin American countries with the highest rates of femicides per 100,000 women, according to the presented graph, are Brazil, Mexico, and Argentina.', 'D': 'The forms of violence that affect women are determined not only by sexual and gender conditions, but also by economic, age, racial, cultural, and religious differences.', 'E': 'The number relative to every 100,000 women victims of femicide in Brazil explains the country's high position in the ranking, unlike Honduras, which relatively records fewer occurrences than Brazil.'}","{'D': 'The forms of violence that affect women are determined not only by sexual and gender conditions, but also by economic, age, racial, cultural, and religious differences.'}",Psychology
8,2022,"Description of the image:
Photo of Charles Humpres showing graffiti by Eduardo Kobra. The art occupies the side space of two floors of a building, characterized by the intense use of contrasts and colors depicting a man sitting on the ground, head down, barefoot, with two empty plates beside him and holding a sign that reads 'Welcome to real Brazil'.
Initially, the transgressive nature of graffiti was seen by the State as vandalism in public space and as a danger to the conservation of private property, therefore, it should be combated. Over time, however, this marginal conception has transformed, leading to an acceptable valorization by the State and positive for society. This transition of graffiti, from marginal art to recognized and accepted artistic expression, has revealed important aspects not only for graffiti professionals but for society as a whole, as it incorporates the possibility of being an artistic product of cultural, economic, and ideological value.
Source of the Text: PIRES, E. M.; SANTOS, F. A. The city of São Paulo and its dynamics: graffiti, Clean City Law, and urban advertising. Annals of the Museu Paulista: History and Material Culture. v. 26, São Paulo, 2018 (adapted).","Considering the text and image presented, it is correct to state that graffiti consists of a","{'A': 'popular expression associated with protest and, therefore, not recognized as art.', 'B': 'conventional expression of hierarchies consolidated over time and still present in society.', 'C': 'cultural expression that problematizes the values and relationships of society with the spaces where it is produced.', 'D': 'urban intervention that brings harm to society because it generates latent conflicts between different social classes.', 'E': 'aesthetic intervention carried out with the purpose of standardized beautification of urban spaces through the use of intense and contrasting colors.'}",{'C': 'cultural expression that problematizes the values and relationships of society with the spaces where it is produced.'},Psychology
9,2022,"Working in a health institution, whether it be a hospital, outpatient clinic, or health center, needs to be carried out from an interdisciplinary perspective, so that the care provided seeks the integrality of the individual being attended. Working with interdisciplinarity does not mean denying the specialties and objectivity of each science, but rather unveiling the need to break with the fragmentary and disjointed tendency of the knowledge process, as well as highlighting the importance of reciprocal interaction and transformation between different areas of knowledge. In summary, teamwork is currently a growing practice in health care. Source of the Text: XAVIER; REIS; FRASSÃO. The work of the psychologist with the health team. Journal of Health Sciences. 2016 (adapted).","Regarding the theme addressed in the text, evaluate the following statements, indicating which ones are correct. The work of psychologists alongside other health professionals should contribute to the articulation of the team and, at the same time, provide them with the necessary support for the good development of interpersonal relationships. Psychologists, when working in a health institution, must put into practice a health-disease model in which the individual history of users is taken into consideration both in the diagnostic process and in the treatment and prognosis. Psychologists must actively work with other health professionals, including doctors, nurses, and nursing technicians. It is correct to affirm that","{'A': 'II, only.', 'B': 'III, only.', 'C': 'I and II, only.', 'D': 'I and III, only.', 'E': 'I, II and III.'}","{'D': 'I and III, only.'}",Psychology
10,2022,"Domestic violence against women is a social problem with high incidence in Brazil. It is, therefore, a complex and sensitive topic for both research and intervention fields. Violence is experienced as a denial of humanity, evoking feelings of shame, humiliation, fears, which characterize the tension and difficulties of talking about the situation experienced. It is an experience of rights violation and interpersonal conflicts that involve ruptures in intimacy and trust relationships, permeated by moral judgments and models of masculinity and femininity that disqualify women and affect their subjectivities. The complexity of the problem is related to its multiple dimensions, characterizing it as a transdisciplinary object.","Considering the actions of different professionals in cases of violence against women, evaluate the following statements, indicating which ones are correct. Health actions should focus on the treatment and prevention of physical, emotional, and sexual and reproductive health problems. Legal guidance and assistance should be provided in situations involving separation, child custody disputes, property rights, and crime configuration. Social assistance is the service responsible for providing guidance on benefits that help in facing vulnerability and breaking the cycle of violence. Psychosocial guidance is important for the elaboration of violent family situations and for the construction of new life projects and new perspectives on affective relationships. It is correct to affirm that","{'A': 'IV only.', 'B': 'I and II only.', 'C': 'II and III only.', 'D': 'I, III, and IV only.', 'E': 'I, II, III, and IV.'}","{'E': 'I, II, III, and IV.'}",Psychology
11,2022,"Social actions aimed at promoting health are synthesized in the Ottawa Charter of 1986, which defines four guidelines for action: integration of health as healthy public policy practices, population involvement in health system management, reorientation of health systems, and emphasis on lifestyle changes. It is in this last axis that Psychology will be situated, as a field of knowledge that proposes what these styles could be for a healthy life. Source of the Text: MEDEIROS; BERNARDES; GUARESCHI. The concept of health and its implications in psychological practices. Psychology: Theory and Research. 2005 (adapted).","Considering the importance of a critical perspective of Psychology in health promotion policies, evaluate the following statements, indicating which ones are correct. Psychology provides subsidies for the understanding and leveling of individuals in relation to criteria of normality and abnormality, which underlies the concept of health as the absence of disease. Psychology contributes to health promotion by acting critically in opposition to individualizing, privatizing, and welfare practices. The implementation of the Unified Health System in Brazil was a milestone in epistemological discussions about health and led to a series of methodological consequences focused on public health policies that target the population. The guidelines of integrality and interdisciplinarity proposed by the SUS create the need for articulation between different fields of knowledge in public health, including Psychology, for the understanding of factors related to the individual, to the detriment of the collective. Only what is stated in","{'A': 'I.', 'B': 'II.', 'C': 'I and IV.', 'D': 'II and III.', 'E': 'III and IV.'}",{'D': 'II and III.'},Psychology
13,2022,"Consider that a 45-year-old patient with neurological sequelae from Covid-19, including recent memory loss and compromised attention span, sought a Psychology clinic referred by his neurologist. With the description of the request for psychological assessment, he was attended by a psychologist. In the process of this evaluation, the use of psychological instruments was decided according to the guidelines of the respective test manuals and current legislation.","Considering the guidelines of the Federal Psychology Council (CFP) regarding the preparation of psychological documents (Resolution No. 006/2019) and the conduct of psychological assessment procedures (Resolution No. 009/2018), evaluate the following statements, indicating which ones are correct.","The psychologist must prepare a psychological certificate, at the conclusion of the process, containing details about the tests used, results obtained, and guidelines for integrated intervention with the neurology service.",The psychological report and the response and correction protocols of the tests must be carefully kept for at least five years.,Psychology
14,2022,"The cause of child and adolescent anxiety disorders is often unknown and includes various factors. Until the 1980s, there was a belief that fears during childhood were transient and benign. It is now recognized that fears can constitute quite frequent disorders, causing suffering and dysfunction to the child or adolescent. Early identification of anxiety disorders can prevent negative repercussions in the lives of children and adolescents, such as school dropout, excessive use of health services for somatic complaints associated with anxiety, and possibly the occurrence of psychiatric problems in adulthood. Text Source: CASTILLO, et al. Anxiety disorders. Brazilian Journal of Psychiatry. 2000 (adapted).","Considering the information presented in the text and the context of anxiety disorders in children and adolescents, evaluate the following statements, indicating which are correct. Anxiety symptoms in adolescence are difficult to identify, as they can be confused with behaviors commonly recognized as typical of this stage of life. Emotional development, family relationships, and the environment influence the causes and the way pathological fears are manifested in children and adolescents. Anxiety disorders in children and adolescents tend to be transient, being overcome in the course of development, since fears and concerns are common at this stage of life. Evaluation and planning of psychological intervention are essential to obtain a detailed history of symptom onset, possible triggering factors, attachment type, parenting style, and meaning of the experience for the child or adolescent. Only what is stated in","{'A': 'I.', 'B': 'II and III.', 'C': 'III and IV.', 'D': 'I, II and III.', 'E': 'I, II and IV.'}","{'E': 'I, II and IV.'}",Psychology
15,2022,"The socially constructed conceptions that women are inferior to men and that non-heterosexual individuals are inferior to heterosexuals are often associated with human rights violations. Violence against women and homophobia are among the most direct consequences of these violations. Discrimination is not limited to gender issues, but also to other social markers, such as class and race.
Source of the Text: MURTA, et al. Sexism and heterosexism: from the impact on health to prevention possibilities. In: VIANA, et al. (org.). Clinical psychology and contemporary culture, 2012 (adapted).","Considering the presented text and the strengthening of an inclusive culture of gender and sexual diversity, evaluate the following statements, indicating which ones are correct.
Textbooks and projects developed in schools, in which the theme of sexuality is considered a preventive action, ensure, by addressing the biological perspective, the approach to sexual and reproductive rights, dispensing with the exploration of other contexts. Programs related to gender equity and sexual diversity aim to transform, through educational intervention, the belief and behavior system of their participants, who can become multipliers and influence cultural changes. The discussion of sexual diversity in school, although important, can impact the natural course of sexuality development. Educational programs and personal development strategies with students are essential to promote gender equity and respect for sexual diversity. Only what is stated in","{'A': 'II.', 'B': 'III.', 'C': 'I and III.', 'D': 'II and IV.', 'E': 'I, II and IV.'}",{'D': 'II and IV.'},Psychology
16,2022,"The network of services of the Unified Health System (SUS) constitutes a privileged space for the identification, reception, care, notification, and protection of children and adolescents in situations of violence, as well as for guiding families. It is important to understand the specificities of the most vulnerable groups, seeking to alert professionals to risks and possibilities of prevention, care, and protection. Source of the Text: BRAZIL. MINISTRY OF HEALTH. Department of Programmatic and Strategic Actions. Care line for comprehensive health care for children, adolescents, and their families in situations of violence, 2010 (adapted).","Considering the care line of protective actions against situations of violence proposed by the Ministry of Health, evaluate the following statements, indicating which ones are correct. The training of health professionals is essential to identify the different forms of violence expression, according to the age group and gender of the child and adolescent. The multidetermination of the violence phenomenon requires health professionals to be aware of the importance of comprehensive care. The initial care of children and adolescents should be provided by a specialized professional, and if a situation of violence is identified, multiprofessional teams should be formed within the service itself or articulated with the care and social protection network. Promoting educational actions in schools and community spaces for the identification, recognition, and seeking of care in protection networks can help interrupt the cycle of violence experienced by children and adolescents. Only what is stated in","{'A': 'I and II.', 'B': 'I and III.', 'C': 'III and IV.', 'D': 'I, II and IV.', 'E': 'II, III and IV.'}","{'D': 'I, II and IV.'}",Psychology
17,2022,"The increase in population and its concentration in urban areas, the expansion of international markets, and cultural changes pose new challenges to professionals in organizations and work and to workers who constantly need to fight for their rights. In this context, people bring to the work environment a plurality of characteristics that challenge norms, styles, standardizations, processes, and policies that were previously imposed and followed without as many questions. Text Source: INTERNATIONAL LABOR ORGANIZATION. UNDP. Promotion of Human Rights of LGBT People in the World of Work, 2015 (adapted).","Considering the theme of gender diversity and the interventions proposed in the scope of people management in organizations that assist in promoting equality and non-discrimination of LGBTQIAPN+ employees, evaluate the following statements, indicating which ones are correct. The implementation of a listening and guidance program for LGBTQIAPN+ employees is essential for their adaptation to the work environment. The identification of LGBTQIAPN+ employees and the creation of specific institutional complaint channels are practices capable of avoiding problems with this public. Companies should contribute to the development of affirmative actions in the selection, hiring, and retention of employees, considering sexual diversity and gender equality. The development of actions that reinforce the organization's commitment to eradicating discriminatory practices regarding sexual diversity is a measure that can be taken by the organization to avoid cases of discrimination. The theme of sexual diversity should be avoided in the workplace, given the uncontrollable implications on production and the quality of relationships in the company's internal environment, which can lead to loss of resources and results. Only what is stated in","{'A': 'III and IV.', 'B': 'I, II and V.', 'C': 'I, III and V.', 'D': 'II, III and IV.', 'E': 'I, II, IV and V.'}",{'A': 'III and IV.'},Psychology
18,2022,"In recent times, various segments of society have been leading debates on the reduction of the age of criminal responsibility. In addition, a series of situations reveals the lack of guarantee of human rights in various institutions or entities where the Psychology professional works, especially those where there is deprivation of liberty, such as in youth detention centers for young people in conflict with the law. It is common practice in this type of institution for psychologists to receive requests to diagnose, prognosticate, issue opinions, among other attributions. Source of the Text: DOTTO; ENDO; SPOSITO; ENDO. Psychology, violence and human rights. Regional Council of Psychology of the 6th Region. São Paulo, 2011 (adapted).","Regarding the information in the text, mark the correct option about the attributions of the practice of psychologists who work in the context of socio-educational measures with deprivation of liberty.","{'A': ""Prepare reports and opinions in order to support judicial decisions and guide the disciplinary practices adopted by the institution's leaders in the face of behavioral problems of adolescents complying with socio-educational measures."", 'B': 'Design programs in an interdisciplinary context together with the technical team with actions aimed at overcoming difficulties in adjusting to the social environment and accepting rules and limits by adolescents.', 'C': 'Consider the subjectivity of the young person and the social context, with interventions that contribute to guaranteeing the rights of the adolescent and to the socio-educational nature of the measures adopted.', 'D': 'Perform diagnosis and prognosis of the conduct of the young person, focusing on the identification of social or personal pathologies, as a way to understand the criminal acts and elaborate appropriate treatment measures.', 'E': 'Promote intervention actions after the realization and knowledge of the result of a psychiatric examination that has assessed the dangerousness of an adolescent with numerous passages through the institution and a growing worsening of infractions.'}","{'C': 'Consider the subjectivity of the young person and the social context, with interventions that contribute to guaranteeing the rights of the adolescent and to the socio-educational nature of the measures adopted.'}",Psychology
19,2022,"Recently, a Specialized Social Assistance Reference Center (CREAS) linked to the Women's Coordination and the Municipal Council for Women's Rights was inaugurated in a community. The professionals of the service are concerned with promoting these rights and ensuring gender equity. Thus, a series of preventive and educational actions are sought to be developed with the women belonging to the community, aiming to reduce the vulnerability of the female population. Source of the Text: FEDERAL COUNCIL OF PSYCHOLOGY. Professional Award: Democracy and Full Citizenship of Women. 2012 (adapted).","Considering the presented text and the actions relevant to psychologists in CREAS, in order to achieve the objectives mentioned in the text, evaluate the following statements, indicating which ones are correct. Performing actions focused on the psychological diagnosis of women in situations of vulnerability should be a priority for the psychologist working at CREAS. The psychologist should propose actions aimed at promoting autonomy, aiming at the well-being of the entire family involved in the psychotherapeutic process. Creating spaces for reflection to value, autonomy, strengthening, and empowerment of women should be encouraged, aiming to help them recognize themselves as subjects of rights. Promoting group actions should be directed at all women in the community, while individual psychotherapy should be restricted to women in situations of gender-based violence. It is correct to affirm in","{'A': 'III, only.', 'B': 'I and II, only.', 'C': 'III and IV, only.', 'D': 'I, II, and IV, only.', 'E': 'I, II, III, and IV.'}","{'A': 'III, only.'}",Psychology
20,2022,"The population living on the streets is a serious expression of social inequality, as these individuals, without work and housing, remain on the margins of the productive process, excluded from the conditions to provide for their own survival, making the street the means to do so. The fragility of public policies is well known, often occupied by non-governmental and/or religious institutions. According to the guidelines on the Specialized Reference Center for the Population Living on the Streets (CENTRO POP) and Specialized Services, among the main actions aimed at serving the population living on the streets is institutional sheltering service, whose specificity lies in offering comprehensive protection that guarantees conditions for stay, coexistence, and a reference address, to provide privacy for people living on the streets, as well as families and individuals who are without reference and/or in a situation of threat. Text Source: BRAZIL. National Secretariat for Income and Citizenship and National Secretariat for Social Assistance. Ministry of Social Development and Fight against Hunger - MDS. Technical Guidelines: Specialized Reference Center for the Population Living on the Streets - Centro Pop. SUAS and Population Living on the Streets, 2011 (adapted).","Considering the role of psychologists in the institutional sheltering context for the population living on the streets, mentioned in the text, evaluate the following statements, indicating which ones are correct. The promotion of strengthening interpersonal and/or family bonds of this population is the role of psychologists. Psychologists can contribute to the development of income generation projects that favor the autonomy development of this population. Carrying out psychoeducational actions that problematize the reality of the street population, seeking to empower the subjects served, is one of the tasks that must be developed. Psychologists must work to promote the adjustment of the behavior of this population to the social standard, in order to make individuals fit for the job market. Only what is stated in","{'A': 'I and III.', 'B': 'I and IV.', 'C': 'II and IV.', 'D': 'I, II and III.', 'E': 'II, III and IV.'}","{'D': 'I, II and III.'}",Psychology
21,2022,"A psychologist works in a teaching hospital attending children and their families. In this health service, there is a multiprofessional team composed of social workers, nurses, doctors, nutritionists, and psychologists, who work together in an integrated way to meet the needs of children in treatment and support their families. The multiprofessional team meets periodically and everyone actively participates in discussions and decisions, so the team has been considered a reference in their area of expertise.","Considering the case presented, evaluate the following statements, indicating which ones are correct.","The psychologist, when accessing personal information about the child's mother that is not relevant to the treatment, may share it with the multiprofessional team.","When conducting a psychological interview, the psychologist should inform the results of the investigations to the family members or legal guardians, as this is a right guaranteed to individuals undergoing this type of procedure.",Psychology
22,2022,"To increase her client base, a psychologist who provides individual counseling for children with learning difficulties created an account on a social network and started making daily posts. The topics included child development, early signs of learning difficulties, recommendations for readings and movies related to the topics, as well as other materials that could interest her potential audience. The psychologist's posts were based on digital marketing classes she attended.","Considering the appropriate use of social media by the professional, select the option that presents a post that respects the theoretical and technical foundations and the professional code of ethics.","{'A': ""Join our live sessions on Tuesdays at 7:30 pm. Tomorrow's theme will address facilitative strategies for the learning process at school."", 'B': ""Children's month promotion: have your child's school psychological evaluation done in 3 sessions and receive a discount on the final consultation fee! The promotion is valid for new patients who register on October 10, 11, and 12."", 'C': 'Today, in this video, we will talk to Henrique. He is here with his mother to give a testimony. He arrived here not knowing how to read and now he can read short texts. I will share his evaluation so you can better understand the case.', 'D': 'Today is Family Day! A dysfunctional family causes learning difficulties, low self-esteem, and is also related to involvement with alcohol and other drugs in the future.', 'E': ""Did you know??? Attention Deficit Hyperactivity Disorder (ADHD) is a psychosocial problem that interferes with a child's learning. But children with ADHD are more creative, intelligent, and can achieve whatever they want! Come learn more in the video shared on the bio link.""}","{'A': ""Join our live sessions on Tuesdays at 7:30 pm. Tomorrow's theme will address facilitative strategies for the learning process at school.""}",Psychology
23,2022,"Self-harm refers to behaviors whose intention is to cause oneself some physical or psychological harm and that are practiced intentionally and consciously. The theme of self-harm is still considered taboo in our society, which makes its appropriate approach an important prevention strategy. By focusing on children, adolescents, and young adults, educational environments such as schools and colleges should be targets of efforts to prevent self-harm. Available at: biblioteca.cofen. Accessed on: July 3, 2022 (adapted).","From the text and considering the possibilities of psychoeducational interventions aimed at preventing self-harm, evaluate the following statements, indicating which ones are correct. The school should enable training programs for its staff with the purpose of developing knowledge, attitudes, and skills that facilitate the identification of students who exhibit signs and symptoms such as depression and anxiety. The school staff should be guided on the best way to approach students to discuss their concerns, motivating them to seek help. Prevention of self-harm behaviors can be carried out through continuous multidisciplinary programs, which should be implemented as part of preventive strategies for risky behaviors in school institutions. Psychotherapeutic intervention with groups of adolescents in school should focus on behavioral, emotional, and cognitive changes related to personal characteristics. Only what is stated in","{'A': 'I and III.', 'B': 'II and IV.', 'C': 'III and IV.', 'D': 'I, II and III.', 'E': 'I, II and IV.'}","{'D': 'I, II and III.'}",Psychology
25,2022,"When Amethyst took situations of racism she suffered to therapy, her white therapist tried to convince her that 'we are all one, that we are all equal...'. When interviewed, Amethyst verbalized: 'all the experiences (with psychotherapists) I had always confirmed the criticisms that Psychology would not address the specificities of racial experiences' and added: 'It seems that people were not listening to what I was saying and affirmed a universality of experience'. Source of the Text: DAMASCENO; ZANELLO. Psychotherapy, race, and racism in the Brazilian context: experiences and perceptions of black women. Psychology in study, 2019 (adapted).","From the text and considering the experiences of the black population due to racism, choose the correct option.","{'A': 'Psychological theories, for the most part, address racial relations as constituents of psychic suffering, not corroborating with the silencing of racism victims, like Amethyst.', 'B': 'The structural racism observed in everyday social relations is not easily observed in the therapeutic context, since only a small portion of patients present this demand in psychotherapy.', 'C': 'Racial issues should be addressed by the patient during the session, with the therapist guiding the process based on the discourse brought to them and, if clinically relevant, including the issue in the therapeutic process.', 'D': 'Amethyst's perception of her therapeutic process is mistaken, as there is no need to treat the therapeutic relationship and alliance in a specific way, focusing on racial relations, as this may hinder the therapeutic process.', 'E': 'The professional attending Amethyst should address the subject of racial relations during the therapeutic process directly or by continuing her narrative, thus increasing the chance of establishing a bond and providing greater progress in psychotherapy.'}","{'E': 'The professional attending Amethyst should address the subject of racial relations during the therapeutic process directly or by continuing her narrative, thus increasing the chance of establishing a bond and providing greater progress in psychotherapy.'}",Psychology
